Discharge of water by farm type; discharge; region and time;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
 ; ; ;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
115 Freshwater aquaculture;;;;;;;;;;;;;;;;;
 ;SP Wastewater, 1,000 m3;;;;;;;;;;;;;;;;
 ; ;330 Slagelse;..;..;..;..;6578;8260;2868;7667;5225;1705;1315;1354;1238;1897;5512
 ; ;340 Sorø;..;..;..;..;659;2202;1826;1463;949;1498;1138;1047;1625;2389;2443
 ; ;336 Stevns;..;..;..;..;529;685;760;815;562;830;601;636;580;947;784
 ; ;390 Vordingborg;..;..;..;..;2708;2826;2438;2787;2714;2705;1809;1830;1791;2420;2297
 ; ;083 Region Syddanmark;..;..;..;..;67242;92851;73259;82796;58501;97879;91929;86166;76767;116386;131812
 ; ;420 Assens;..;..;..;..;3706;4782;2361;2846;1875;3054;2466;2692;2424;3826;4819
 ; ;430 Faaborg-Midtfyn;..;..;..;..;3426;3562;2523;2842;2038;3345;2712;3117;2561;3740;4107
 ; ;440 Kerteminde;..;..;..;..;2740;1935;1524;1539;1539;1768;1362;1584;1303;2036;1935
 ; ;482 Langeland;..;..;..;..;763;772;838;918;643;879;540;688;375;684;978
 ; ;410 Middelfart;..;..;..;..;1481;2038;1704;2486;1955;2986;2509;2952;2378;3249;4264
 ; ;480 Nordfyns;..;..;..;..;1633;2107;3594;3496;1382;2260;1695;1891;1626;2417;2487
 ; ;450 Nyborg;..;..;..;..;1992;2030;1892;2005;1756;1804;1339;1742;1266;2296;2266
 ; ;461 Odense;..;..;..;..;6160;7508;6595;5917;5285;9648;9317;11133;8502;14037;17634
 ; ;479 Svendborg;..;..;..;..;2259;3087;2526;2834;2068;3433;2811;2978;2532;3916;3534
 ; ;492 Ærø;..;..;..;..;1135;1462;135;151;101;142;121;128;108;147;141
 ; ;530 Billund;..;..;..;..;2127;2270;1467;2011;1432;2361;2438;1879;1743;2648;3158
 ; ;561 Esbjerg;..;..;..;..;10368;15381;9352;13087;9334;21221;16785;10400;9093;13619;16225
 ; ;563 Fanø;..;..;..;..;307;325;239;317;221;293;266;219;220;355;208
 ; ;607 Fredericia;..;..;..;..;5309;7102;6001;6001;4619;6116;6402;7552;6889;9972;11145
 ; ;510 Haderslev;..;..;..;..;3250;3480;2257;2522;1739;3309;3382;2839;2649;4490;6162
 ; ;621 Kolding;..;..;..;..;4199;6423;5972;3603;3332;4440;6694;6114;5814;8392;11350
 ; ;540 Sønderborg;..;..;..;..;2165;5961;6003;5003;3167;4907;4678;4295;4106;5795;6121
 ; ;550 Tønder;..;..;..;..;3344;3816;2778;3802;1720;2717;2454;2366;1978;3142;3292
 ; ;573 Varde;..;..;..;..;2555;2723;2234;2927;2441;3573;3735;3379;3038;4662;4535
 ; ;575 Vejen;..;..;..;..;312;1230;909;2114;1447;2244;4342;4057;3396;5278;5615
 ; ;630 Vejle;..;..;..;..;2233;8920;7407;10142;6447;10574;9943;8356;7593;11362;11483
 ; ;580 Aabenraa;..;..;..;..;5778;5937;4947;6233;3958;6805;5937;5805;7175;10323;10352
 ; ;082 Region Midtjylland;..;..;..;..;86827;100130;86720;97429;75937;113263;104021;100846;95340;139649;148744
 ; ;710 Favrskov;..;..;..;..;3825;4523;3851;3961;2878;4066;3679;4266;3800;5998;5254
 ; ;766 Hedensted;..;..;..;..;4059;4295;3717;3975;2797;4181;3791;3731;3569;5785;7057
 ; ;615 Horsens;..;..;..;..;7995;8967;8505;8992;6948;8852;8477;5957;6004;10988;12020
 ; ;707 Norddjurs;..;..;..;..;1549;2116;2442;2345;1529;2170;1907;2445;2112;3693;3214
 ; ;727 Odder;..;..;..;..;1296;1511;1291;1188;899;1352;1103;1273;1222;1776;1845
 ; ;730 Randers;..;..;..;..;8811;7548;6519;6693;4634;7638;5446;6053;6170;9223;6527
 ; ;741 Samsø;..;..;..;..;41;47;39;33;24;174;122;149;133;245;228
 ; ;740 Silkeborg;..;..;..;..;6074;8073;5960;7672;5458;7294;6460;6387;6462;9396;9971
 ; ;746 Skanderborg;..;..;..;..;3062;4842;4017;4337;3172;5943;5228;5329;4762;7611;7144
 ; ;706 Syddjurs;..;..;..;..;1306;1711;1458;1501;1012;1961;1549;1619;1492;2575;2335
 ; ;751 Aarhus;..;..;..;..;10783;15046;18965;19033;17846;22806;22114;23376;20036;28905;34085
 ; ;657 Herning;..;..;..;..;7171;9901;7148;7777;5668;9796;8961;7451;7772;8871;14592
 ; ;661 Holstebro;..;..;..;..;8815;9117;6059;8117;6423;9570;9910;9274;9199;12427;12076
 ; ;756 Ikast-Brande;..;..;..;..;3824;4053;2828;4122;2805;5487;4928;3996;3336;5195;4938
 ; ;665 Lemvig;..;..;..;..;1942;1893;1387;1639;1382;2107;1587;2090;2125;2677;2821
 ; ;760 Ringkøbing-Skjern;..;..;..;..;4470;4535;3313;4083;3865;6048;6810;5753;5544;7504;7441
 ; ;779 Skive;..;..;..;..;2635;2858;2412;3583;2455;4057;3959;4438;4544;7292;7002
 ; ;671 Struer;..;..;..;..;2372;1618;1179;1431;1162;2268;2046;1776;1756;2209;3318
 ; ;791 Viborg;..;..;..;..;6798;7473;5632;6949;4979;7493;5944;5485;5302;7279;6873
 ; ;081 Region Nordjylland;..;..;..;..;36428;38414;30111;40793;29782;44799;36468;36079;37484;50473;48792
 ; ;810 Brønderslev;..;..;..;..;2264;2442;1890;2754;1885;2881;2218;2144;2250;2832;2657
 ; ;813 Frederikshavn;..;..;..;..;4017;3702;3651;4546;3205;5105;4587;4046;4107;4914;5826
 ; ;860 Hjørring;..;..;..;..;4110;4165;2370;3078;2169;3470;2795;2415;2626;6693;5825
 ; ;849 Jammerbugt;..;..;..;..;2239;2312;1789;2383;1728;1728;2360;2167;2309;2916;2665
 ; ;825 Læsø;..;..;..;..;57;62;48;58;39;54;44;47;44;65;15
 ; ;846 Mariagerfjord;..;..;..;..;3259;3913;2884;3620;2502;4022;2634;3383;3431;4586;3999
 ; ;773 Morsø;..;..;..;..;2149;2030;1493;1869;1635;2476;2024;1878;1841;1757;2001
 ; ;840 Rebild;..;..;..;..;2906;3497;2706;3602;2793;4124;2886;3043;3062;3822;3451
 ; ;787 Thisted;..;..;..;..;2865;2718;2039;2346;2069;2950;2414;2661;2823;3425;3115
 ; ;820 Vesthimmerlands;..;..;..;..;2987;3223;3223;2913;2424;3667;4241;3609;4164;5209;5218
 ; ;851 Aalborg;..;..;..;..;9575;10349;8019;13623;9334;14323;10265;10685;10829;14254;14018
 ;KV Nitrogen, tonnes total N;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;..;..;..;1358;1547;1145;1360;714;1133;914;974;860;1374;1476
 ; ;084 Region Hovedstaden;..;..;..;..;674;743;484;647;168;308;207;290;240;419;347
 ; ;101 Copenhagen;..;..;..;..;503;506;350;464;72;155;89;140;108;187;155
 ; ;147 Frederiksberg;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;..;..;..;1;1;1;0;0;0;0;0;0;1;1
 ; ;185 Tårnby;..;..;..;..;9;9;8;10;6;9;3;4;4;5;4
 ; ;165 Albertslund;..;..;..;..;5;5;5;6;6;4;3;4;4;6;6
 ; ;151 Ballerup;..;..;..;..;18;19;15;20;12;7;6;8;6;12;10
 ; ;153 Brøndby;..;..;..;..;4;4;3;4;2;4;3;4;3;7;6
 ; ;157 Gentofte;..;..;..;..;34;37;17;20;7;19;16;22;18;35;31
 ; ;159 Gladsaxe;..;..;..;..;12;13;3;3;2;3;3;3;2;5;4
 ; ;161 Glostrup;..;..;..;..;1;1;1;1;1;1;1;1;1;2;4
 ; ;163 Herlev;..;..;..;..;3;3;2;3;2;2;2;3;2;3;3
 ; ;167 Hvidovre;..;..;..;..;7;63;7;8;6;7;6;9;25;32;13
 ; ;169 Høje-Taastrup;..;..;..;..;7;7;6;7;4;6;6;6;5;8;7
 ; ;183 Ishøj;..;..;..;..;2;2;1;0;1;2;3;3;3;7;7
 ; ;173 Lyngby-Taarbæk;..;..;..;..;2;5;5;8;4;9;10;8;8;11;8
 ; ;175 Rødovre;..;..;..;..;3;3;3;3;2;2;2;2;2;3;3
 ; ;187 Vallensbæk;..;..;..;..;8;8;7;7;4;5;3;5;4;8;6
 ; ;201 Allerød;..;..;..;..;2;2;2;2;1;2;2;2;2;3;2
 ; ;240 Egedal;..;..;..;..;5;5;4;5;3;6;4;4;3;4;4
 ; ;210 Fredensborg;..;..;..;..;6;7;6;7;5;8;6;5;4;6;6
 ; ;250 Frederikssund;..;..;..;..;3;3;2;3;2;3;2;3;2;4;5
 ; ;190 Furesø;..;..;..;..;..;4;4;5;4;6;4;6;4;9;6
 ; ;270 Gribskov;..;..;..;..;1;4;3;3;2;4;3;3;3;4;7
 ; ;260 Halsnæs;..;..;..;..;1;2;2;2;1;4;3;3;2;5;6
 ; ;217 Helsingør;..;..;..;..;8;8;7;9;6;9;8;5;4;11;9
 ; ;219 Hillerød;..;..;..;..;3;4;6;14;3;15;6;9;5;7;5
 ; ;223 Hørsholm;..;..;..;..;5;6;5;6;2;3;5;5;2;3;3
 ; ;230 Rudersdal;..;..;..;..;3;3;4;5;3;6;6;11;8;18;13
 ; ;400 Bornholm;..;..;..;..;18;7;5;20;5;7;5;11;8;13;13
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;..;..;..;85;134;92;122;87;131;104;94;92;146;170
 ; ;253 Greve;..;..;..;..;5;5;6;6;4;7;6;5;5;8;16
 ; ;259 Køge;..;..;..;..;10;11;6;10;5;10;9;9;7;10;12
 ; ;350 Lejre;..;..;..;..;1;3;2;3;2;3;2;2;2;3;6
 ; ;265 Roskilde;..;..;..;..;7;8;7;8;5;9;11;8;8;14;10
 ; ;269 Solrød;..;..;..;..;2;2;2;2;2;3;2;2;2;3;3
 ; ;320 Faxe;..;..;..;..;6;11;9;11;8;11;7;5;5;7;5
 ; ;376 Guldborgsund;..;..;..;..;4;5;4;5;4;18;11;10;10;14;14
 ; ;316 Holbæk;..;..;..;..;7;6;5;6;5;6;5;5;7;9;14
 ; ;326 Kalundborg;..;..;..;..;0;0;0;0;0;9;8;9;10;12;12
 ; ;360 Lolland;..;..;..;..;7;10;7;8;9;14;12;7;6;16;28
 ; ;370 Næstved;..;..;..;..;3;12;10;11;7;8;8;8;8;12;12
 ; ;306 Odsherred;..;..;..;..;1;4;3;4;3;5;4;4;4;6;6
 ; ;329 Ringsted;..;..;..;..;5;2;2;3;2;5;3;4;3;6;5
 ; ;330 Slagelse;..;..;..;..;13;28;6;26;18;7;5;6;5;8;14
 ; ;340 Sorø;..;..;..;..;4;16;13;7;4;6;4;3;4;6;6
 ; ;336 Stevns;..;..;..;..;2;3;3;3;2;3;2;2;2;3;2
 ; ;390 Vordingborg;..;..;..;..;7;8;7;7;7;7;5;6;5;7;7
 ; ;083 Region Syddanmark;..;..;..;..;217;295;248;239;185;279;269;262;217;332;437
 ; ;420 Assens;..;..;..;..;9;12;7;7;3;7;5;6;6;8;9
 ; ;430 Faaborg-Midtfyn;..;..;..;..;16;8;6;7;5;10;8;9;7;11;15
 ; ;440 Kerteminde;..;..;..;..;10;8;6;6;6;7;6;7;6;9;9
 ; ;482 Langeland;..;..;..;..;5;5;5;6;4;6;3;2;2;3;8
 ; ;410 Middelfart;..;..;..;..;4;8;7;10;17;8;7;11;9;11;17
 ; ;480 Nordfyns;..;..;..;..;7;8;11;10;3;5;4;4;4;6;7
 ; ;450 Nyborg;..;..;..;..;11;10;10;10;5;6;4;10;4;10;10
 ; ;461 Odense;..;..;..;..;30;30;32;19;17;33;31;37;28;50;66
 ; ;479 Svendborg;..;..;..;..;5;9;8;9;7;12;9;10;8;13;11
 ; ;492 Ærø;..;..;..;..;4;5;1;1;1;1;1;1;1;1;1
 ; ;530 Billund;..;..;..;..;7;6;2;3;3;8;8;4;4;7;15
 ; ;561 Esbjerg;..;..;..;..;34;54;34;36;26;46;45;32;26;35;50
 ; ;563 Fanø;..;..;..;..;1;1;0;1;0;1;1;0;0;1;0
 ; ;607 Fredericia;..;..;..;..;12;15;13;13;11;14;18;21;17;24;34
 ; ;510 Haderslev;..;..;..;..;10;11;9;8;6;11;9;8;6;11;14
 ; ;621 Kolding;..;..;..;..;9;23;26;8;15;17;16;15;15;24;55
 ; ;540 Sønderborg;..;..;..;..;6;18;18;15;9;14;12;11;10;14;15
 ; ;550 Tønder;..;..;..;..;7;8;6;8;4;7;6;6;5;7;8
 ; ;573 Varde;..;..;..;..;10;11;11;14;11;16;18;17;15;22;21
 ; ;575 Vejen;..;..;..;..;2;2;2;4;3;4;14;12;8;12;14
 ; ;630 Vejle;..;..;..;..;7;30;25;34;20;34;33;25;21;33;34
 ; ;580 Aabenraa;..;..;..;..;11;12;10;12;8;12;12;14;15;22;23
 ; ;082 Region Midtjylland;..;..;..;..;263;252;228;234;191;280;229;220;198;336;343
 ; ;710 Favrskov;..;..;..;..;10;9;8;8;6;8;7;10;9;14;12
 ; ;766 Hedensted;..;..;..;..;11;12;11;12;8;9;10;9;9;14;14
 ; ;615 Horsens;..;..;..;..;23;27;27;28;27;28;23;13;14;27;36
 ; ;707 Norddjurs;..;..;..;..;1;4;8;5;5;7;4;7;6;10;10
 ; ;727 Odder;..;..;..;..;3;3;3;2;2;3;3;3;3;4;4
 ; ;730 Randers;..;..;..;..;46;22;18;18;12;32;14;14;15;26;20
 ; ;741 Samsø;..;..;..;..;0;0;0;0;0;1;1;1;1;1;1
 ; ;740 Silkeborg;..;..;..;..;13;17;12;15;11;15;12;11;11;17;17
 ; ;746 Skanderborg;..;..;..;..;6;11;9;10;8;14;12;12;10;16;15
 ; ;706 Syddjurs;..;..;..;..;4;5;4;4;3;6;4;4;4;7;6
 ; ;751 Aarhus;..;..;..;..;22;31;52;39;41;42;38;41;34;65;57
 ; ;657 Herning;..;..;..;..;18;25;18;20;14;25;21;17;18;33;44
 ; ;661 Holstebro;..;..;..;..;19;27;13;15;12;18;18;18;17;23;22
 ; ;756 Ikast-Brande;..;..;..;..;18;9;6;9;6;13;15;13;7;10;13
 ; ;665 Lemvig;..;..;..;..;4;4;3;3;3;4;3;4;4;5;5
 ; ;760 Ringkøbing-Skjern;..;..;..;..;33;12;9;11;10;16;16;14;13;18;17
 ; ;779 Skive;..;..;..;..;9;10;10;11;8;12;11;12;10;27;26
 ; ;671 Struer;..;..;..;..;5;4;3;3;2;5;4;3;3;4;6
 ; ;791 Viborg;..;..;..;..;18;20;15;20;14;23;14;13;12;16;16
 ; ;081 Region Nordjylland;..;..;..;..;119;124;92;117;84;135;105;109;113;141;179
 ; ;810 Brønderslev;..;..;..;..;8;9;7;10;7;9;7;7;7;9;7
 ; ;813 Frederikshavn;..;..;..;..;12;11;10;13;9;14;12;16;18;16;28
 ; ;860 Hjørring;..;..;..;..;14;14;8;11;8;13;10;9;10;19;13
 ; ;849 Jammerbugt;..;..;..;..;7;7;5;7;5;7;6;5;6;7;7
 ; ;825 Læsø;..;..;..;..;1;1;1;1;0;1;0;1;0;1;0
 ; ;846 Mariagerfjord;..;..;..;..;7;9;7;9;6;12;8;11;11;14;12
 ; ;773 Morsø;..;..;..;..;7;7;6;7;6;9;7;7;7;5;5
 ; ;840 Rebild;..;..;..;..;7;8;6;8;6;9;6;7;7;8;7
 ; ;787 Thisted;..;..;..;..;15;14;6;7;6;10;8;7;7;9;8
 ; ;820 Vesthimmerlands;..;..;..;..;6;6;6;6;4;9;10;8;9;10;9
 ; ;851 Aalborg;..;..;..;..;35;38;30;40;27;42;30;32;32;43;82
 ;FO Phosphorus, tonnes total P;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;..;..;..;314;353;258;314;115;181;141;149;129;202;219
 ; ;084 Region Hovedstaden;..;..;..;..;149;165;108;145;27;49;32;46;36;60;52
 ; ;101 Copenhagen;..;..;..;..;109;110;74;101;12;24;14;22;17;26;23
 ; ;147 Frederiksberg;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0
 ; ;185 Tårnby;..;..;..;..;2;2;2;2;1;2;1;1;1;1;1
 ; ;165 Albertslund;..;..;..;..;1;1;1;1;1;1;0;1;1;1;1
 ; ;151 Ballerup;..;..;..;..;5;5;4;5;2;1;1;1;1;2;1
 ; ;153 Brøndby;..;..;..;..;1;1;1;1;0;0;0;1;0;1;1
 ; ;157 Gentofte;..;..;..;..;9;10;4;5;1;3;3;4;3;6;5
 ; ;159 Gladsaxe;..;..;..;..;3;3;1;1;0;0;0;0;0;1;1
 ; ;161 Glostrup;..;..;..;..;0;0;0;0;0;0;0;0;0;0;1
 ; ;163 Herlev;..;..;..;..;1;1;1;1;0;0;0;0;0;0;0
 ; ;167 Hvidovre;..;..;..;..;2;11;2;2;1;1;1;1;2;2;2
 ; ;169 Høje-Taastrup;..;..;..;..;2;2;1;2;1;1;1;1;1;1;1
 ; ;183 Ishøj;..;..;..;..;0;0;0;0;0;0;0;0;0;1;1
 ; ;173 Lyngby-Taarbæk;..;..;..;..;0;2;1;2;1;2;2;1;1;2;1
 ; ;175 Rødovre;..;..;..;..;1;1;0;1;0;0;0;0;0;1;0
 ; ;187 Vallensbæk;..;..;..;..;2;2;2;2;1;1;1;1;1;1;1
 ; ;201 Allerød;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0
 ; ;240 Egedal;..;..;..;..;1;1;1;1;0;1;0;1;0;1;1
 ; ;210 Fredensborg;..;..;..;..;2;2;1;2;1;1;1;1;0;1;1
 ; ;250 Frederikssund;..;..;..;..;1;1;1;1;0;0;0;1;1;1;1
 ; ;190 Furesø;..;..;..;..;..;1;1;1;1;1;1;1;1;1;1
 ; ;270 Gribskov;..;..;..;..;0;1;1;1;0;1;0;1;0;1;1
 ; ;260 Halsnæs;..;..;..;..;0;1;1;1;0;1;0;0;0;1;1
 ; ;217 Helsingør;..;..;..;..;2;2;2;2;1;2;1;1;1;2;1
 ; ;219 Hillerød;..;..;..;..;1;1;2;4;1;3;1;2;1;1;1
 ; ;223 Hørsholm;..;..;..;..;1;2;1;2;0;0;1;1;0;0;1
 ; ;230 Rudersdal;..;..;..;..;1;1;1;1;1;1;1;2;1;3;2
 ; ;400 Bornholm;..;..;..;..;3;2;1;3;1;1;1;2;1;2;2
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;..;..;..;20;30;19;28;14;21;16;15;14;23;26
 ; ;253 Greve;..;..;..;..;1;1;1;1;1;1;1;1;1;1;2
 ; ;259 Køge;..;..;..;..;3;3;2;3;1;1;1;1;1;2;2
 ; ;350 Lejre;..;..;..;..;0;1;1;1;0;1;1;1;0;1;1
 ; ;265 Roskilde;..;..;..;..;2;2;2;2;1;1;2;1;1;2;1
 ; ;269 Solrød;..;..;..;..;0;1;0;1;0;0;0;0;0;0;0
 ; ;320 Faxe;..;..;..;..;1;2;2;2;1;2;1;1;1;1;1
 ; ;376 Guldborgsund;..;..;..;..;1;1;1;1;1;3;2;1;2;2;2
 ; ;316 Holbæk;..;..;..;..;2;2;1;2;1;1;1;1;1;1;2
 ; ;326 Kalundborg;..;..;..;..;0;0;0;0;0;1;1;1;2;2;2
 ; ;360 Lolland;..;..;..;..;1;2;1;1;1;2;2;1;1;3;5
 ; ;370 Næstved;..;..;..;..;1;3;2;2;1;1;1;1;1;2;2
 ; ;306 Odsherred;..;..;..;..;0;1;1;1;0;1;1;1;1;1;1
 ; ;329 Ringsted;..;..;..;..;1;1;1;1;0;1;0;0;0;1;1
 ; ;330 Slagelse;..;..;..;..;3;7;2;6;3;1;1;1;1;1;2
 ; ;340 Sorø;..;..;..;..;1;2;1;1;1;1;1;1;1;1;1
 ; ;336 Stevns;..;..;..;..;1;1;1;1;0;0;0;0;0;0;0
 ; ;390 Vordingborg;..;..;..;..;2;2;2;2;1;1;1;1;1;1;1
 ; ;083 Region Syddanmark;..;..;..;..;54;69;60;59;30;46;44;42;34;53;71
 ; ;420 Assens;..;..;..;..;2;3;2;2;1;1;1;1;1;1;1
 ; ;430 Faaborg-Midtfyn;..;..;..;..;4;2;1;2;1;2;1;2;1;2;2
 ; ;440 Kerteminde;..;..;..;..;2;2;1;1;1;1;1;1;1;1;1
 ; ;482 Langeland;..;..;..;..;1;1;1;2;1;1;0;0;0;1;1
 ; ;410 Middelfart;..;..;..;..;1;2;2;2;1;1;1;2;1;2;3
 ; ;480 Nordfyns;..;..;..;..;2;2;3;3;1;1;1;1;1;1;1
 ; ;450 Nyborg;..;..;..;..;3;3;2;3;1;1;1;1;1;2;2
 ; ;461 Odense;..;..;..;..;8;8;8;5;3;7;6;8;6;10;14
 ; ;479 Svendborg;..;..;..;..;1;2;2;3;1;2;1;1;1;2;2
 ; ;492 Ærø;..;..;..;..;1;1;0;0;0;0;0;0;0;0;0
 ; ;530 Billund;..;..;..;..;2;1;1;1;1;1;1;1;1;1;2
 ; ;561 Esbjerg;..;..;..;..;9;10;6;9;4;7;7;5;4;5;8
 ; ;563 Fanø;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0
 ; ;607 Fredericia;..;..;..;..;3;4;3;3;2;2;4;3;2;3;5
 ; ;510 Haderslev;..;..;..;..;2;3;2;2;1;2;1;1;1;1;2
 ; ;621 Kolding;..;..;..;..;2;6;7;2;3;3;2;2;2;3;8
 ; ;540 Sønderborg;..;..;..;..;2;5;5;4;2;2;2;2;2;2;2
 ; ;550 Tønder;..;..;..;..;2;2;1;2;1;1;1;1;1;1;1
 ; ;573 Varde;..;..;..;..;3;3;3;3;2;2;3;3;2;4;3
 ; ;575 Vejen;..;..;..;..;0;1;0;1;0;1;2;2;1;2;2
 ; ;630 Vejle;..;..;..;..;2;7;6;8;3;5;5;4;3;5;6
 ; ;580 Aabenraa;..;..;..;..;3;3;2;3;1;1;2;2;2;3;3
 ; ;082 Region Midtjylland;..;..;..;..;61;58;47;52;30;44;32;30;27;45;46
 ; ;710 Favrskov;..;..;..;..;3;2;2;2;1;1;1;1;1;2;2
 ; ;766 Hedensted;..;..;..;..;3;3;2;3;1;1;1;1;1;2;2
 ; ;615 Horsens;..;..;..;..;5;6;6;7;4;4;3;2;2;4;5
 ; ;707 Norddjurs;..;..;..;..;0;1;2;1;1;1;2;1;1;2;1
 ; ;727 Odder;..;..;..;..;1;1;1;1;0;0;0;0;0;1;1
 ; ;730 Randers;..;..;..;..;12;5;4;4;2;8;2;2;2;4;3
 ; ;741 Samsø;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0
 ; ;740 Silkeborg;..;..;..;..;3;4;3;3;2;2;1;1;1;2;2
 ; ;746 Skanderborg;..;..;..;..;1;2;2;2;1;2;2;1;1;2;2
 ; ;706 Syddjurs;..;..;..;..;1;1;1;1;0;1;1;1;1;1;1
 ; ;751 Aarhus;..;..;..;..;5;7;7;9;5;6;5;5;4;8;7
 ; ;657 Herning;..;..;..;..;3;5;3;4;2;4;3;3;3;6;6
 ; ;661 Holstebro;..;..;..;..;5;7;3;3;2;3;2;2;2;3;3
 ; ;756 Ikast-Brande;..;..;..;..;5;2;1;2;1;2;2;2;1;1;2
 ; ;665 Lemvig;..;..;..;..;1;1;1;1;0;1;0;1;1;1;1
 ; ;760 Ringkøbing-Skjern;..;..;..;..;6;3;2;3;2;3;3;2;2;3;3
 ; ;779 Skive;..;..;..;..;2;2;2;3;1;2;1;2;1;3;3
 ; ;671 Struer;..;..;..;..;1;1;1;1;0;1;1;0;0;1;1
 ; ;791 Viborg;..;..;..;..;4;5;3;5;2;3;2;2;1;2;2
 ; ;081 Region Nordjylland;..;..;..;..;30;31;23;29;14;22;17;17;17;22;24
 ; ;810 Brønderslev;..;..;..;..;2;2;2;2;1;2;1;1;1;1;1
 ; ;813 Frederikshavn;..;..;..;..;3;3;3;3;2;3;2;2;3;3;5
 ; ;860 Hjørring;..;..;..;..;3;3;2;3;1;2;2;1;2;3;2
 ; ;849 Jammerbugt;..;..;..;..;2;2;1;2;1;1;1;1;1;1;1
 ; ;825 Læsø;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0
 ; ;846 Mariagerfjord;..;..;..;..;2;2;2;2;1;2;1;2;2;2;2
 ; ;773 Morsø;..;..;..;..;2;2;1;2;1;2;1;1;1;1;1
 ; ;840 Rebild;..;..;..;..;2;2;1;2;1;1;1;1;1;1;1
 ; ;787 Thisted;..;..;..;..;4;4;2;2;1;2;1;1;1;1;1
 ; ;820 Vesthimmerlands;..;..;..;..;1;2;2;1;1;1;1;1;1;1;1
 ; ;851 Aalborg;..;..;..;..;9;10;7;10;4;7;5;5;5;7;9
 ;OR Organic matter, tonnes BOD5;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;..;..;..;4914;4737;4035;4452;2161;3463;2616;3051;2537;4107;4323
 ; ;084 Region Hovedstaden;..;..;..;..;2604;2290;2159;2167;640;1018;648;1160;823;1410;1192
 ; ;101 Copenhagen;..;..;..;..;2156;1690;1187;1695;365;599;321;731;474;803;634
 ; ;147 Frederiksberg;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;..;..;..;2;2;2;1;1;1;1;1;1;3;2
 ; ;185 Tårnby;..;..;..;..;23;23;19;24;15;22;8;11;9;12;10
 ; ;165 Albertslund;..;..;..;..;15;16;16;18;18;12;8;12;12;19;17
 ; ;151 Ballerup;..;..;..;..;48;52;41;54;31;24;18;25;18;37;29
 ; ;153 Brøndby;..;..;..;..;15;18;14;10;6;11;9;13;8;20;17
 ; ;157 Gentofte;..;..;..;..;83;90;44;51;17;49;40;56;46;87;78
 ; ;159 Gladsaxe;..;..;..;..;30;33;591;9;4;7;8;9;6;13;10
 ; ;161 Glostrup;..;..;..;..;4;4;4;4;3;4;3;4;3;5;10
 ; ;163 Herlev;..;..;..;..;7;8;6;8;5;7;5;9;7;9;8
 ; ;167 Hvidovre;..;..;..;..;20;99;21;23;17;19;17;32;44;39;66
 ; ;169 Høje-Taastrup;..;..;..;..;22;35;29;36;16;16;17;18;15;23;22
 ; ;183 Ishøj;..;..;..;..;9;9;5;1;3;5;9;9;8;21;21
 ; ;173 Lyngby-Taarbæk;..;..;..;..;7;16;16;23;13;24;26;21;19;28;21
 ; ;175 Rødovre;..;..;..;..;14;14;12;8;5;6;6;7;6;10;8
 ; ;187 Vallensbæk;..;..;..;..;23;23;18;19;13;14;10;14;13;24;19
 ; ;201 Allerød;..;..;..;..;5;6;5;6;4;7;5;6;5;9;7
 ; ;240 Egedal;..;..;..;..;12;14;11;14;8;17;11;11;10;14;12
 ; ;210 Fredensborg;..;..;..;..;16;18;17;21;14;24;18;16;11;18;19
 ; ;250 Frederikssund;..;..;..;..;14;14;11;13;8;14;11;18;17;26;16
 ; ;190 Furesø;..;..;..;..;..;13;11;15;11;19;11;16;10;24;17
 ; ;270 Gribskov;..;..;..;..;3;10;8;10;6;11;8;9;7;12;21
 ; ;260 Halsnæs;..;..;..;..;4;7;6;7;4;10;7;8;6;14;16
 ; ;217 Helsingør;..;..;..;..;20;20;19;24;15;24;20;15;9;29;23
 ; ;219 Hillerød;..;..;..;..;9;10;17;32;7;37;14;22;12;21;14
 ; ;223 Hørsholm;..;..;..;..;14;15;12;15;6;8;12;12;5;8;9
 ; ;230 Rudersdal;..;..;..;..;19;22;10;13;9;15;15;29;20;46;32
 ; ;400 Bornholm;..;..;..;..;12;9;6;12;16;11;8;26;21;35;33
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;..;..;..;248;359;248;339;290;370;303;268;254;408;476
